HOSTNAME; STATUS; ATIVO; IP; SO; DOMINIO; OU
MI00278994; Desligado; ; ; ; transp.biz; 
MI00317437; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317437,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
ES00007782; Desligado; ; ; ; transp.biz; 
MI00315903; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315903,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00321609; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00321609,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00322006; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00322006,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00252588; Ligado; ; ; ; transp.biz; 
MI00315991; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315991,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00320552; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00320552,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00317828; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317828,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00254624; Desligado; ; ; ; transp.biz; 
ES00007233; Desligado; ; ; ; transp.biz; 
MI00315927; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315927,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00317722; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317722,OU=CNCO,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00320546; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00320546,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00283182; Ligado; ; ; ; transp.biz; 
MI00228897; Inexistente; -; -; -; -; -
MI00320549; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00320549,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00317921; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317921,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00242732; Desligado; ; ; ; transp.biz; 
MI00286261; Ligado; ; ; ; transp.biz; 
MI00313993; Desligado; ; ; ; transp.biz; 
MI00315964; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315964,OU=CNCO,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00316190; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00316190,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00321431; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00321431,OU=TEBIG,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00317875; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317875,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00322046; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00322046,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00269188; Desligado; ; ; ; transp.biz; 
MI00317813; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317813,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00321696; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00321696,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00255692; Desligado; ; ; ; transp.biz; 
MI00258565; Desligado; ; ; ; transp.biz; 
MI00317417; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317417,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00278946; Desligado; ; ; ; transp.biz; 
MI00317802; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317802,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00315977; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315977,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00316020; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00316020,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00218128; Desligado; ; ; ; transp.biz; 
MI00315939; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315939,OU=Novos Computadores,DC=transp,DC=biz
MI00315972; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315972,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00286377; Desligado; ; ; ; transp.biz; 
MI00315953; Ligado; True; ; Windows 10 Enterprise; transp.biz; CN=MI00315953,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00320658; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00320658,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00313977; Desligado; ; ; ; transp.biz; 
ES00008916; Ligado; ; ; ; transp.biz; 
MI00319633; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319633,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI186024; Inexistente; -; -; -; -; -
MI00314931; Inexistente; -; -; -; -; -
MI00261685; Desligado; ; ; ; transp.biz; 
MI00283955; Desligado; ; ; ; transp.biz; 
MI00292403; Desligado; ; ; ; transp.biz; 
MI00294789; Desligado; ; ; ; transp.biz; 
MI00280163; Desligado; ; ; ; transp.biz; 
MI00258043; Desligado; ; ; ; transp.biz; 
MI00293101; Inexistente; -; -; -; -; -
MI00315886; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315886,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00319683; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319683,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00287907; Desligado; ; ; ; transp.biz; 
MI00296896; Desligado; ; ; ; transp.biz; 
MI00292748; Desligado; ; ; ; transp.biz; 
MI00319596; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319596,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00252544; Desligado; ; ; ; transp.biz; 
MI00258196; Desligado; ; ; ; transp.biz; 
MI00319631; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319631,OU=CNCO,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00292394; Desligado; ; ; ; transp.biz; 
MI00319589; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319589,OU=CNCO,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00319577; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319577,OU=CNCO,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00319656; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319656,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00319718; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319718,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00319717; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319717,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00319628; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319628,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00319293; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319293,OU=TEBIG,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
ES00006298; Desligado; ; ; ; transp.biz; 
MI00315875; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315875,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
NO00074001; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00074001,OU=CELISEOS,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
MI00260255; Desligado; ; ; ; transp.biz; 
MI00319701; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319701,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00312078; Desligado; ; ; ; transp.biz; 
MI00314846; Desligado; ; ; ; transp.biz; 
MI00204627; Desligado; ; ; ; transp.biz; 
NO00063823; Desligado; ; ; ; transp.biz; 
MI00275498; Desligado; ; ; ; transp.biz; 
NO00071900; Desligado; ; ; ; transp.biz; 
MI00315662; Desligado; ; ; ; transp.biz; 
NO00047263; Inexistente; -; -; -; -; -
NO00064809; Desligado; ; ; ; transp.biz; 
MI00275171; Ligado; ; ; ; transp.biz; 
NO00054612; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00054612,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
MI00260099; Desligado; ; ; ; transp.biz; 
MI00312264; Desligado; ; ; ; transp.biz; 
MI00307183; Desligado; ; ; ; transp.biz; 
MI186791; Desligado; ; ; ; transp.biz; 
MI00318178; Desligado; ; ; ; transp.biz; 
NO00074348; Desligado; ; ; ; transp.biz; 
MI00315718; Desligado; ; ; ; transp.biz; 
MI00196316; Desligado; ; ; ; transp.biz; 
MI00273547; Desligado; ; ; ; transp.biz; 
MI00315750; Desligado; ; ; ; transp.biz; 
MI00251990; Desligado; ; ; ; transp.biz; 
MI00319056; Desligado; ; ; ; transp.biz; 
MI00238442; Ligado; ; ; ; transp.biz; 
MI00284310; Desligado; ; ; ; transp.biz; 
MI00312072; Desligado; ; ; ; transp.biz; 
ES00005376; Ligado; ; ; ; transp.biz; 
MI00250894; Ligado; ; ; ; transp.biz; 
MI00292878; Desligado; ; ; ; transp.biz; 
MI00296058; Inexistente; -; -; -; -; -
MI00312122; Desligado; ; ; ; transp.biz; 
MI00318191; Desligado; ; ; ; transp.biz; 
MI00303447; Desligado; ; ; ; transp.biz; 
MI00318141; Desligado; ; ; ; transp.biz; 
MI196331; Desligado; ; ; ; transp.biz; 
MI00315773; Desligado; ; ; ; transp.biz; 
MI181293; Desligado; ; ; ; transp.biz; 
MI00259639; Desligado; ; ; ; transp.biz; 
MI00303524; Desligado; ; ; ; transp.biz; 
MI00205418; Desligado; ; ; ; transp.biz; 
MI00312039; Desligado; ; ; ; transp.biz; 
MI00289383; Desligado; ; ; ; transp.biz; 
MI00314914; Desligado; ; ; ; transp.biz; 
MI00284943; Desligado; ; ; ; transp.biz; 
MI00309187; Ligado; ; ; ; transp.biz; 
MI00269185; Desligado; ; ; ; transp.biz; 
MI00318951; Desligado; ; ; ; transp.biz; 
NO00047296; Desligado; ; ; ; transp.biz; 
MI00250879; Desligado; ; ; ; transp.biz; 
MI00259884; Desligado; ; ; ; transp.biz; 
NO00049206; Desligado; ; ; ; transp.biz; 
NO00059426; Desligado; ; ; ; transp.biz; 
MI00217691; Desligado; ; ; ; transp.biz; 
MI00252054; Desligado; ; ; ; transp.biz; 
MI00290397; Desligado; ; ; ; transp.biz; 
ES00007343; Desligado; ; ; ; transp.biz; 
ES00005327; Desligado; ; ; ; transp.biz; 
MI00289123; Desligado; ; ; ; transp.biz; 
MI00208818; Desligado; ; ; ; transp.biz; 
ES00007506; Desligado; ; ; ; transp.biz; 
MI00282247; Desligado; ; ; ; transp.biz; 
MI00256816; Desligado; ; ; ; transp.biz; 
NO00059158; Desligado; ; ; ; transp.biz; 
MI00294202; Desligado; ; ; ; transp.biz; 
N000064212; Desligado; ; ; ; transp.biz; 
NO00060208; Desligado; ; ; ; transp.biz; 
MI00289374; Desligado; ; ; ; transp.biz; 
MI00250908; Desligado; ; ; ; transp.biz; 
NO00068232; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00068232,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
MI00294522; Desligado; ; ; ; transp.biz; 
MI00290721; Desligado; ; ; ; transp.biz; 
MI00285337; Desligado; ; ; ; transp.biz; 
MI00283446; Desligado; ; ; ; transp.biz; 
MI00218277; Inexistente; -; -; -; -; -
ES00008821; Desligado; ; ; ; transp.biz; 
MI00290876; Desligado; ; ; ; transp.biz; 
MI00313145; Desligado; ; ; ; transp.biz; 
MI00291383; Desligado; ; ; ; transp.biz; 
MI00288918; Desligado; ; ; ; transp.biz; 
MI00212021; Inexistente; -; -; -; -; -
MI00307392; Desligado; ; ; ; transp.biz; 
MI00292245; Desligado; ; ; ; transp.biz; 
MI00292800; Desligado; ; ; ; transp.biz; 
NO00036133; Desligado; ; ; ; transp.biz; 
MI00205543; Desligado; ; ; ; transp.biz; 
MI00211913; Desligado; ; ; ; transp.biz; 
MI00205662; Ligado; ; ; ; transp.biz; 
MI00257844; Desligado; ; ; ; transp.biz; 
MI00268169; Desligado; ; ; ; transp.biz; 
MI00290184; Desligado; ; ; ; transp.biz; 
MI00252110; Desligado; ; ; ; transp.biz; 
MI00243064; Inexistente; -; -; -; -; -
MI00238153; Desligado; ; ; ; transp.biz; 
MI00280487; Desligado; ; ; ; transp.biz; 
MI00273219; Inexistente; -; -; -; -; -
MI00256184; Inexistente; -; -; -; -; -
MI00273731; Inexistente; -; -; -; -; -
MI00283651; Desligado; ; ; ; transp.biz; 
MI00259801; Desligado; ; ; ; transp.biz; 
MI00285142; Desligado; ; ; ; transp.biz; 
MI00259922; Desligado; ; ; ; transp.biz; 
MI00253854; Desligado; ; ; ; transp.biz; 
NO00045155; Desligado; ; ; ; transp.biz; 
MI00289629; Desligado; ; ; ; transp.biz; 
MI00296320; Desligado; ; ; ; transp.biz; 
MI00313972; Inexistente; -; -; -; -; -
MI00314010; Inexistente; -; -; -; -; -
MI00268237; Desligado; ; ; ; transp.biz; 
MI00280604; Desligado; ; ; ; transp.biz; 
NO00049979; Ligado; ; ; ; transp.biz; 
MI00316108; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00316108,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
ES00005654; Desligado; ; ; ; transp.biz; 
MV00002332; Ligado; ; ; ; transp.biz; 
MV00002395; Ligado; ; ; ; transp.biz; 
MV00001940; Ligado; ; ; ; transp.biz; 
NO00074552; Desligado; ; ; ; transp.biz; 
MI00286069; Ligado; ; ; ; transp.biz; 
MI00315995; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315995,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00255073; Desligado; ; ; ; transp.biz; 
MI00315851; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315851,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00317677; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317677,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00317870; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317870,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00320619; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00320619,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00309446; Desligado; ; ; ; transp.biz; 
MI00315992; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00315992,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
NO00069505; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00069505,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00059047; Desligado; ; ; ; transp.biz; 
NO00071400; Desligado; True; ; Windows 10 Enterprise; transp.biz; CN=NO00071400,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00050977; Ligado; ; ; ; transp.biz; 
NO00070441; Desligado; ; ; ; transp.biz; 
NO00064908; Inexistente; -; -; -; -; -
NO00071411; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00071411,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00068253; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00068253,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00062517; Desligado; ; ; ; transp.biz; 
MI00322045; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00322045,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00292759; Desligado; ; ; ; transp.biz; 
NO00067903; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00067903,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00055747; Desligado; ; ; ; transp.biz; 
NO00071276; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00071276,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00069413; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00069413,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00058406; Ligado; ; ; ; transp.biz; 
NO00067865; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00067865,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00067872; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00067872,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00069487; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00069487,OU=Novos Computadores,DC=transp,DC=biz
NO00071359; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00071359,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00066899; Desligado; ; ; ; transp.biz; 
NO00067462; Desligado; ; ; ; transp.biz; 
NO00054606; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00054606,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00068275; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00068275,OU=Windows10,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00065841; Desligado; ; ; ; transp.biz; 
NO00067866; Desligado; True; ; Windows 10 Enterprise; transp.biz; CN=NO00067866,OU=Windows10,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00068782; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00068782,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00069499; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00069499,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00068327; Desligado; True; ; Windows 10 Enterprise; transp.biz; CN=NO00068327,OU=Windows10,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00071407; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00071407,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00067814; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00067814,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
MI00320096; Desligado; True; ; Windows 10 Enterprise; transp.biz; CN=MI00320096,OU=ILHA,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
NO00068829; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00068829,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00043857; Desligado; ; ; ; transp.biz; 
MI00294831; Desligado; ; ; ; transp.biz; 
MI00319584; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00319584,OU=CELISEOS,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00282732; Desligado; ; ; ; transp.biz; 
MI00308266; Desligado; ; ; ; transp.biz; 
NO00068819; Desligado; True; ; Windows 10 Enterprise; transp.biz; CN=NO00068819,OU=Windows10,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
MI00263081; Ligado; ; ; ; transp.biz; 
MV00004233; Ligado; ; ; ; transp.biz; 
MV00001754; Desligado; ; ; ; transp.biz; 
MI00253397; Desligado; ; ; ; transp.biz; 
MI00261043; Desligado; ; ; ; transp.biz; 
MI00269167; Desligado; ; ; ; transp.biz; 
MI00253826; Desligado; ; ; ; transp.biz; 
MI00320972; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00320972,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00269025; Desligado; ; ; ; transp.biz; 
MI00280214; Desligado; ; ; ; transp.biz; 
MI00203674; Desligado; ; ; ; transp.biz; 
MI00255463; Desligado; ; ; ; transp.biz; 
MI00306167; Desligado; ; ; ; transp.biz; 
MI00277227; Desligado; ; ; ; transp.biz; 
MI00202772; Desligado; ; ; ; transp.biz; 
MI00255669; Inexistente; -; -; -; -; -
MI00291770; Desligado; ; ; ; transp.biz; 
MV00004178; Desligado; ; ; ; transp.biz; 
MI00307339; Ligado; ; ; ; transp.biz; 
MI00250923; Desligado; ; ; ; transp.biz; 
MI00286234; Desligado; ; ; ; transp.biz; 
MI196571; Desligado; ; ; ; transp.biz; 
MI00305620; Desligado; ; ; ; transp.biz; 
ES00006161; Desligado; ; ; ; transp.biz; 
MI00319027; Desligado; ; ; ; transp.biz; 
MI00285454; Desligado; ; ; ; transp.biz; 
MI00317362; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00317362,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
MI00245508; Desligado; ; ; ; transp.biz; 
MI00252075; Desligado; ; ; ; transp.biz; 
MI00211828; Desligado; ; ; ; transp.biz; 
MI00280599; Desligado; ; ; ; transp.biz; 
MI00259216; Desligado; ; ; ; transp.biz; 
NO00071502; Desligado; ; ; ; transp.biz; 
MI00316105; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00316105,OU=SEDE-RJ,OU=TIC-RIO,OU=Desktops,DC=transp,DC=biz
